timestamp,etichetta_variante,modello,istruzioni_stile,risultato,motivo,numero_mosse,tentativi_falliti_totali,sequenza_mosse
2026-07-07T18:33:22,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,14,0,2 4 3 2 3 7 2 4 3 4 2 3 7 4
2026-07-07T18:33:24,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,8,0,4 4 6 4 7 4 1 4
2026-07-07T18:33:42,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_RANDOM,QUATTRO_IN_LINEA,25,1,2 4 7 4 4 4 1 4 3 5 4 5 2 3 2 5 5 5 3 6 6 6 6 6 2
2026-07-07T18:35:32,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_RANDOM,QUATTRO_IN_LINEA,13,0,5 5 7 5 5 5 4 5 3 4 3 7 6
2026-07-07T18:35:35,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,10,0,1 3 7 4 3 3 3 2 6 5
2026-07-07T18:35:54,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_RANDOM,QUATTRO_IN_LINEA,29,0,3 4 3 3 2 1 2 4 6 5 1 3 3 5 5 7 3 6 4 6 4 6 7 4 6 1 2 7 2
2026-07-07T18:36:01,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,8,0,6 4 6 4 1 4 1 4
2026-07-07T18:36:05,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,14,0,4 4 3 4 7 5 3 5 2 6 4 5 7 5
2026-07-07T18:36:07,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,8,0,4 1 4 1 2 1 7 1
2026-07-07T18:36:23,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,18,0,1 1 5 1 5 4 2 4 1 4 2 3 1 3 7 7 5 4
2026-07-07T18:36:33,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,18,0,6 3 4 4 5 4 4 3 6 3 4 7 2 6 4 6 7 3
2026-07-07T18:36:42,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,12,0,1 2 7 3 1 3 2 4 6 4 6 5
2026-07-07T18:36:47,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_RANDOM,QUATTRO_IN_LINEA,19,0,5 1 4 6 5 4 4 4 4 2 1 2 2 2 1 2 3 3 3
2026-07-07T18:37:03,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,14,0,4 3 6 3 1 4 6 3 7 4 7 4 6 4
2026-07-07T18:37:07,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,20,0,6 1 7 6 2 3 7 4 4 5 4 3 2 5 3 5 6 3 4 5
2026-07-07T18:37:26,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_RANDOM,QUATTRO_IN_LINEA,19,0,3 4 7 4 1 5 6 4 6 5 4 5 7 7 6 7 4 2 5
2026-07-07T18:37:32,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,8,0,5 3 6 4 3 1 5 2
2026-07-07T18:37:34,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,8,0,6 4 5 4 5 4 1 4
2026-07-07T18:37:36,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,10,0,2 4 6 4 1 4 6 7 5 4
2026-07-07T18:37:43,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,12,0,3 3 5 4 6 3 5 4 1 4 5 4
2026-07-07T18:37:44,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_RANDOM,QUATTRO_IN_LINEA,9,0,7 1 6 1 7 1 5 3 4
2026-07-07T18:37:46,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,8,0,3 4 1 4 5 4 6 4
2026-07-07T18:38:03,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,18,0,3 4 2 1 3 4 1 3 5 3 6 2 3 4 7 3 6 4
2026-07-07T18:38:24,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,30,0,5 1 2 4 2 3 3 4 4 2 2 4 2 3 1 7 5 7 7 3 6 7 4 5 7 3 7 5 5 3
2026-07-07T18:38:43,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_RANDOM,QUATTRO_IN_LINEA,21,0,7 4 3 4 6 5 3 5 7 1 7 1 2 6 3 5 4 6 2 6 3
2026-07-07T18:38:53,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,14,0,5 1 7 4 7 3 5 1 4 1 4 3 7 1
2026-07-07T18:38:56,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,14,0,6 7 3 4 3 7 5 4 7 5 3 1 7 6
2026-07-07T18:39:03,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,8,0,7 4 7 4 2 4 3 4
2026-07-07T18:39:07,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_RANDOM,QUATTRO_IN_LINEA,21,0,1 4 4 4 2 4 3 5 5 5 1 6 3 6 6 5 5 3 4 6 2
2026-07-07T18:39:14,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,8,0,3 4 7 4 5 4 3 4
2026-07-07T18:39:15,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,8,0,2 4 2 4 3 4 2 4
2026-07-07T18:39:33,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_RANDOM,QUATTRO_IN_LINEA,27,0,3 4 4 4 5 7 7 4 1 6 7 4 4 2 6 7 3 2 3 1 2 7 6 1 6 5 3
2026-07-07T18:39:43,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_RANDOM,QUATTRO_IN_LINEA,15,0,1 3 6 1 2 6 3 4 7 4 3 5 3 5 3
2026-07-07T18:39:45,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,8,0,5 4 1 4 5 4 3 4
2026-07-07T18:39:53,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,10,0,6 3 6 4 5 3 4 3 5 3
2026-07-07T18:40:15,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,18,0,6 4 3 4 3 4 6 5 2 5 6 5 5 3 1 3 2 4
2026-07-07T18:40:17,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,8,0,4 4 6 4 2 4 3 4
2026-07-07T18:40:40,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,18,0,1 1 2 2 5 3 7 1 7 3 2 1 5 2 7 4 1 4
2026-07-07T18:40:54,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,12,0,7 4 1 4 2 5 7 4 6 5 5 4
2026-07-07T18:41:06,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,18,0,1 4 2 3 6 5 7 2 2 4 1 4 4 5 2 5 3 5
2026-07-07T18:41:09,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,14,0,5 5 2 4 3 7 6 4 5 4 4 3 7 6
2026-07-07T18:41:11,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_RANDOM,QUATTRO_IN_LINEA,7,0,5 3 4 3 7 3 6
2026-07-07T18:41:21,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,18,0,2 4 4 3 7 5 6 5 1 3 6 7 1 5 5 3 4 3
2026-07-07T18:41:25,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,20,0,6 4 3 5 1 4 4 5 1 5 3 7 4 3 2 4 6 6 2 5
2026-07-07T18:41:34,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,8,0,6 4 2 4 5 4 3 4
2026-07-07T18:41:42,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,10,0,3 4 7 3 3 4 3 4 6 4
2026-07-07T18:41:53,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_RANDOM,QUATTRO_IN_LINEA,21,0,2 4 3 5 3 5 6 4 4 5 2 3 6 7 6 1 4 4 7 7 6
2026-07-07T18:42:04,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,18,0,7 4 6 4 7 3 5 3 6 5 3 5 6 7 7 5 4 5
2026-07-07T18:42:12,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,8,0,7 4 3 4 2 4 3 4
2026-07-07T18:42:15,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_RANDOM,QUATTRO_IN_LINEA,17,0,6 4 5 4 3 4 4 4 5 4 3 3 6 3 5 3 7
2026-07-07T18:42:24,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,8,0,6 4 6 4 6 4 7 4
2026-07-07T18:42:43,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,22,4,6 4 1 4 4 4 6 4 2 4 5 3 1 7 7 3 2 3 1 5 5 3
2026-07-07T18:42:46,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,14,0,6 4 5 4 1 3 1 3 2 7 3 4 7 4
2026-07-07T18:42:56,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,18,0,3 3 1 4 2 4 7 4 6 5 3 5 6 7 6 5 1 5
2026-07-07T18:43:20,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,22,0,7 4 7 3 3 3 4 4 1 4 2 5 1 5 5 4 5 5 4 5 7 2
2026-07-07T18:43:24,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,20,0,7 4 7 4 3 4 5 6 2 2 1 6 5 6 1 3 6 3 2 4
2026-07-07T18:43:44,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,16,0,1 4 2 5 6 4 7 4 1 5 3 5 5 1 6 4
2026-07-07T18:43:50,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_RANDOM,QUATTRO_IN_LINEA,19,2,1 4 4 4 1 4 6 4 4 5 6 3 2 3 7 5 1 3 1
2026-07-07T18:43:51,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,8,0,1 4 7 4 6 4 2 4
2026-07-07T18:44:03,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,28,3,2 4 6 4 5 4 4 4 7 4 5 5 5 5 5 7 7 7 3 7 7 6 6 3 1 3 6 6
2026-07-07T18:44:05,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,10,0,3 3 3 4 7 4 6 4 1 4
2026-07-07T18:44:14,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_RANDOM,QUATTRO_IN_LINEA,13,0,5 5 2 5 5 5 4 5 7 3 7 7 6
2026-07-07T18:44:24,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,16,0,1 4 2 3 7 4 4 5 2 5 5 7 7 4 7 6
2026-07-07T18:44:32,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_RANDOM,QUATTRO_IN_LINEA,11,0,5 4 4 4 5 3 2 7 2 6 3
2026-07-07T18:44:45,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,20,2,4 3 7 4 4 2 2 4 6 4 2 4 2 3 7 3 6 5 5 3
2026-07-07T18:44:52,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,10,0,2 4 5 4 7 4 6 3 7 4
2026-07-07T18:44:54,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_RANDOM,QUATTRO_IN_LINEA,17,0,3 4 1 3 5 3 1 2 6 4 6 4 1 6 6 7 1
2026-07-07T18:45:14,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_RANDOM,QUATTRO_IN_LINEA,23,5,2 4 2 4 7 4 4 4 5 4 3 3 2 3 3 3 7 7 5 3 5 6 5
2026-07-07T18:45:22,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,8,0,5 4 6 4 7 4 5 4
2026-07-07T18:45:32,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_RANDOM,QUATTRO_IN_LINEA,15,3,4 4 7 4 7 5 4 4 3 4 2 3 6 5 1
2026-07-07T18:45:36,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,14,1,4 3 3 4 7 4 3 3 6 3 3 4 7 4
2026-07-07T18:45:55,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,28,1,1 6 6 4 4 4 3 6 5 3 3 4 7 7 2 7 7 7 6 3 3 4 4 3 2 1 1 2
2026-07-07T18:46:23,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,32,7,5 4 2 4 5 4 6 7 4 7 2 4 6 4 7 2 7 1 6 5 1 7 2 3 2 5 2 5 5 7 3 6
2026-07-07T18:46:43,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,34,3,7 4 7 4 1 4 4 4 2 4 3 5 5 5 3 3 2 3 6 3 1 6 3 5 5 5 6 6 7 6 6 7 2 7
2026-07-07T18:46:47,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_RANDOM,QUATTRO_IN_LINEA,15,0,2 4 3 3 5 1 6 7 1 4 4 3 3 4 5
2026-07-07T18:46:56,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,8,0,1 4 6 4 5 4 2 4
2026-07-07T18:47:09,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,28,2,1 1 4 4 4 5 1 4 3 5 5 4 6 5 4 5 6 5 3 3 1 3 6 3 7 1 1 6
2026-07-07T18:47:14,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,8,0,1 4 5 4 1 4 3 4
2026-07-07T18:47:42,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,26,2,5 5 7 5 1 5 5 5 6 7 6 1 3 4 7 4 2 4 6 7 4 7 2 1 4 6
2026-07-07T18:47:55,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,12,0,2 4 4 4 6 4 3 3 2 4 1 4
2026-07-07T18:48:05,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_RANDOM,QUATTRO_IN_LINEA,15,0,2 4 5 3 1 6 4 6 3 4 3 7 2 7 1
2026-07-07T18:48:19,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,20,0,2 4 6 4 1 6 5 4 5 7 2 2 4 7 2 7 6 4 2 7
2026-07-07T18:48:33,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,14,0,2 2 1 3 5 3 1 5 4 6 5 6 2 4
2026-07-07T18:48:35,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,10,0,3 4 2 3 7 4 5 4 5 4
2026-07-07T18:48:52,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,8,0,4 4 6 4 2 4 3 4
2026-07-07T18:48:58,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_RANDOM,QUATTRO_IN_LINEA,17,1,4 4 7 4 4 4 6 5 3 4 3 5 3 5 5 1 3
2026-07-07T18:49:15,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_RANDOM,QUATTRO_IN_LINEA,21,0,5 4 3 1 3 7 3 4 1 4 5 7 5 6 6 3 6 6 3 6 4
2026-07-07T18:49:24,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,16,1,2 4 4 4 4 6 4 4 2 5 2 6 5 6 7 6
2026-07-07T18:49:43,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,14,0,1 1 5 2 3 1 1 2 2 3 6 4 2 4
2026-07-07T18:49:46,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,14,0,3 4 1 4 6 5 1 4 6 6 3 5 2 4
2026-07-07T18:49:57,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,24,0,3 3 4 4 2 5 3 5 3 4 7 4 2 5 5 5 7 3 2 5 6 7 4 6
2026-07-07T18:50:15,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_RANDOM,QUATTRO_IN_LINEA,15,0,4 6 5 5 4 4 3 6 6 7 3 5 3 5 2
2026-07-07T18:50:22,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,10,0,2 4 6 4 6 7 6 4 7 4
2026-07-07T18:55:35,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 con un rating Elo di circa 800. Non ti accorgi bene delle minacce dell'avversario e fatichi a costruire una strategia chiara per allineare 4 dischi.,VINCE_LLM,QUATTRO_IN_LINEA,24,4,3 4 4 4 5 3 2 4 3 4 5 2 4 2 7 3 6 2 1 3 6 3 5 5
2026-07-07T18:55:44,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 con un rating Elo di circa 800. Non ti accorgi bene delle minacce dell'avversario e fatichi a costruire una strategia chiara per allineare 4 dischi.,VINCE_LLM,QUATTRO_IN_LINEA,22,0,6 3 1 4 2 5 1 2 6 7 4 5 3 7 1 4 6 4 2 5 7 5
2026-07-07T18:55:51,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 con un rating Elo di circa 800. Non ti accorgi bene delle minacce dell'avversario e fatichi a costruire una strategia chiara per allineare 4 dischi.,VINCE_LLM,QUATTRO_IN_LINEA,8,0,4 4 5 4 1 4 1 4
2026-07-07T18:55:53,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 con un rating Elo di circa 800. Non ti accorgi bene delle minacce dell'avversario e fatichi a costruire una strategia chiara per allineare 4 dischi.,VINCE_LLM,QUATTRO_IN_LINEA,10,0,6 3 4 3 6 4 7 3 4 3
2026-07-07T18:56:02,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 con un rating Elo di circa 800. Non ti accorgi bene delle minacce dell'avversario e fatichi a costruire una strategia chiara per allineare 4 dischi.,PERDE_LLM,COLONNA_NON_VALIDA_LLM,9,2,4 4 7 4 5 4 4 4 3
2026-07-07T18:56:04,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 con un rating Elo di circa 800. Non ti accorgi bene delle minacce dell'avversario e fatichi a costruire una strategia chiara per allineare 4 dischi.,VINCE_LLM,QUATTRO_IN_LINEA,8,0,1 4 3 4 1 4 7 4
2026-07-07T18:56:12,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 con un rating Elo di circa 800. Non ti accorgi bene delle minacce dell'avversario e fatichi a costruire una strategia chiara per allineare 4 dischi.,VINCE_RANDOM,QUATTRO_IN_LINEA,15,1,1 1 1 1 2 1 2 1 2 2 3 3 5 3 4
2026-07-07T18:56:15,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 con un rating Elo di circa 800. Non ti accorgi bene delle minacce dell'avversario e fatichi a costruire una strategia chiara per allineare 4 dischi.,VINCE_LLM,QUATTRO_IN_LINEA,14,0,2 2 7 3 4 4 2 3 4 5 1 6 4 5
2026-07-07T18:56:25,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 con un rating Elo di circa 800. Non ti accorgi bene delle minacce dell'avversario e fatichi a costruire una strategia chiara per allineare 4 dischi.,VINCE_RANDOM,QUATTRO_IN_LINEA,23,2,2 2 2 4 5 4 1 4 7 3 7 3 4 4 7 3 3 4 2 3 2 3 7
2026-07-07T18:56:34,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 con un rating Elo di circa 800. Non ti accorgi bene delle minacce dell'avversario e fatichi a costruire una strategia chiara per allineare 4 dischi.,VINCE_LLM,QUATTRO_IN_LINEA,18,1,3 4 4 3 5 4 1 4 6 4 4 3 6 3 1 5 5 3
2026-07-07T18:56:37,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 con un rating Elo di circa 800. Non ti accorgi bene delle minacce dell'avversario e fatichi a costruire una strategia chiara per allineare 4 dischi.,VINCE_RANDOM,QUATTRO_IN_LINEA,13,1,4 4 7 4 4 4 7 4 7 2 1 5 7
2026-07-07T18:56:51,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 con un rating Elo di circa 800. Non ti accorgi bene delle minacce dell'avversario e fatichi a costruire una strategia chiara per allineare 4 dischi.,VINCE_LLM,QUATTRO_IN_LINEA,10,0,1 1 5 3 5 3 5 3 1 3
2026-07-07T18:56:54,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 con un rating Elo di circa 800. Non ti accorgi bene delle minacce dell'avversario e fatichi a costruire una strategia chiara per allineare 4 dischi.,VINCE_LLM,QUATTRO_IN_LINEA,12,0,1 4 5 4 3 4 3 5 2 6 2 4
2026-07-07T18:56:58,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 con un rating Elo di circa 800. Non ti accorgi bene delle minacce dell'avversario e fatichi a costruire una strategia chiara per allineare 4 dischi.,VINCE_LLM,QUATTRO_IN_LINEA,8,0,6 4 5 4 2 4 3 4
2026-07-07T18:57:06,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 con un rating Elo di circa 800. Non ti accorgi bene delle minacce dell'avversario e fatichi a costruire una strategia chiara per allineare 4 dischi.,VINCE_LLM,QUATTRO_IN_LINEA,12,0,1 3 7 3 1 3 5 4 6 4 7 3
2026-07-07T18:57:15,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 con un rating Elo di circa 800. Non ti accorgi bene delle minacce dell'avversario e fatichi a costruire una strategia chiara per allineare 4 dischi.,VINCE_LLM,QUATTRO_IN_LINEA,28,2,6 4 4 4 7 3 4 4 5 4 2 3 2 5 7 3 6 5 3 5 7 7 6 3 2 3 7 5
2026-07-07T18:57:25,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 con un rating Elo di circa 800. Non ti accorgi bene delle minacce dell'avversario e fatichi a costruire una strategia chiara per allineare 4 dischi.,VINCE_RANDOM,QUATTRO_IN_LINEA,15,3,4 4 5 4 4 4 4 3 2 3 2 2 3 3 1
2026-07-07T18:57:27,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 con un rating Elo di circa 800. Non ti accorgi bene delle minacce dell'avversario e fatichi a costruire una strategia chiara per allineare 4 dischi.,VINCE_LLM,QUATTRO_IN_LINEA,8,0,2 3 4 3 5 3 6 3
2026-07-07T18:57:36,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 con un rating Elo di circa 800. Non ti accorgi bene delle minacce dell'avversario e fatichi a costruire una strategia chiara per allineare 4 dischi.,VINCE_LLM,QUATTRO_IN_LINEA,10,0,7 4 3 4 2 4 3 5 3 4
